,Unnamed: 0,TOKEN,GROUP#1,GROUP#2,TIME,variable,value,choice_let,situation,alt1.discount,alt2.discount,alt3.discount,Block,alt1.a_0,alt1.a_1,alt1.a_2,alt1.a_3,alt1.a_4,alt1.b_0,alt1.b_1,alt1.b_2,alt1.c_0,alt1.c_1,alt1.c_2,alt1.d_0,alt1.d_1,alt1.d_2,alt1.d_3,alt2.a_0,alt2.a_1,alt2.a_2,alt2.a_3,alt2.a_4,alt2.b_0,alt2.b_1,alt2.b_2,alt2.c_0,alt2.c_1,alt2.c_2,alt2.d_0,alt2.d_1,alt2.d_2,alt2.d_3,alt3.a_0,alt3.a_1,alt3.a_2,alt3.a_3,alt3.a_4,alt3.b_0,alt3.b_1,alt3.b_2,alt3.c_0,alt3.c_1,alt3.c_2,alt3.d_0,alt3.d_1,alt3.d_2,alt3.d_3,asc.4,alt4.a_0,alt4.b_0,alt4.c_0,alt4.d_0,alt4.a_1,alt4.a_2,alt4.a_3,alt4.a_4,alt4.b_1,alt4.b_2,alt4.c_1,alt4.c_2,alt4.d_1,alt4.d_2,alt4.d_3,alt4.discount,alt1.discount_log,alt2.discount_log,alt3.discount_log,alt4.discount_log,choice
1126,838,936f4101-c4aa-4a55-b895-160c137ff945,Z RODO,Blok 2,00:21:05.131153,"(7)(2,1,1,2,2) n Opcja A",1.0,A,7,9,3,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,1
1127,965,936f4101-c4aa-4a55-b895-160c137ff945,Z RODO,Blok 2,00:21:05.131153,"(8)(2,2,2,1,3) n Opcja C",1.0,C,8,6,3,12,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.0986122886681098,2.4849066497880004,0.0,3
456,31,93d1cbae-2a98-4677-a10b-1a9b5d826f2b,Z RODO,Blok 1,00:02:39.154804,"(1)(3,2,2,2,3) n Opcja A",1.0,A,1,12,3,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.0986122886681098,2.1972245773362196,0.0,1
457,90,93d1cbae-2a98-4677-a10b-1a9b5d826f2b,Z RODO,Blok 1,00:02:39.154804,"(2)(4,2,1,1,3) n Opcja B",1.0,B,2,3,12,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,1.0986122886681098,0.0,2
458,149,93d1cbae-2a98-4677-a10b-1a9b5d826f2b,Z RODO,Blok 1,00:02:39.154804,"(3)(2,1,1,1,0) n Opcja A",1.0,A,3,3,6,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,False,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,1
459,208,93d1cbae-2a98-4677-a10b-1a9b5d826f2b,Z RODO,Blok 1,00:02:39.154804,"(4)(4,2,2,3,3) n Opcja A",1.0,A,4,12,3,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,True,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.0986122886681098,1.791759469228055,0.0,1
460,267,93d1cbae-2a98-4677-a10b-1a9b5d826f2b,Z RODO,Blok 1,00:02:39.154804,"(5)(4,0,0,0,2) n Opcja A",1.0,A,5,9,12,9,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,False,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.4849066497880004,2.1972245773362196,0.0,1
461,326,93d1cbae-2a98-4677-a10b-1a9b5d826f2b,Z RODO,Blok 1,00:02:39.154804,"(6)(0,1,0,1,2) n Opcja A",1.0,A,6,9,9,6,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,False,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.1972245773362196,1.791759469228055,0.0,1
462,385,93d1cbae-2a98-4677-a10b-1a9b5d826f2b,Z RODO,Blok 1,00:02:39.154804,"(7)(2,1,0,1,0) n Opcja A",1.0,A,7,3,9,9,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.1972245773362196,0.0,1
463,444,93d1cbae-2a98-4677-a10b-1a9b5d826f2b,Z RODO,Blok 1,00:02:39.154804,"(8)(0,1,1,0,1) n Opcja B",1.0,B,8,3,6,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,False,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,2
464,32,94217ffb-641e-4319-8946-3791cafdcccb,BEZ RODO,Blok 1,00:06:13.886181,"(1)(2,1,0,3,2) n Opcja C",1.0,C,1,12,3,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.0986122886681098,2.1972245773362196,0.0,3
465,91,94217ffb-641e-4319-8946-3791cafdcccb,BEZ RODO,Blok 1,00:06:13.886181,"(2)(4,2,1,1,3) n Opcja B",1.0,B,2,3,12,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,1.0986122886681098,0.0,2
466,150,94217ffb-641e-4319-8946-3791cafdcccb,BEZ RODO,Blok 1,00:06:13.886181,"(3)(1,2,0,2,2) n Opcja C",1.0,C,3,3,6,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,False,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,3
467,209,94217ffb-641e-4319-8946-3791cafdcccb,BEZ RODO,Blok 1,00:06:13.886181,"(4)(3,1,0,1,0) n Opcja B",1.0,B,4,12,3,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,True,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.0986122886681098,1.791759469228055,0.0,2
468,268,94217ffb-641e-4319-8946-3791cafdcccb,BEZ RODO,Blok 1,00:06:13.886181,"(5)(3,1,1,3,3) n Opcja B",1.0,B,5,9,12,9,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,False,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.4849066497880004,2.1972245773362196,0.0,2
469,327,94217ffb-641e-4319-8946-3791cafdcccb,BEZ RODO,Blok 1,00:06:13.886181,"(6)(3,0,1,3,2) n Opcja B",1.0,B,6,9,9,6,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,False,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.1972245773362196,1.791759469228055,0.0,2
470,386,94217ffb-641e-4319-8946-3791cafdcccb,BEZ RODO,Blok 1,00:06:13.886181,"(7)(0,0,1,1,2) n Opcja B",1.0,B,7,3,9,9,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.1972245773362196,0.0,2
471,445,94217ffb-641e-4319-8946-3791cafdcccb,BEZ RODO,Blok 1,00:06:13.886181,"(8)(2,0,2,3,2) n Opcja C",1.0,C,8,3,6,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,False,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,3
208,12,94bf4b41-edda-4077-a2d0-500e402f9b6b,Z RODO,Blok 2,00:03:30.316185,"(1)(4,1,1,1,3) n Opcja B",1.0,B,1,6,12,6,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,False,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,2.4849066497880004,1.791759469228055,0.0,2
209,39,94bf4b41-edda-4077-a2d0-500e402f9b6b,Z RODO,Blok 2,00:03:30.316185,"(2)(4,1,2,3,3) n Opcja A",1.0,A,2,12,6,12,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,False,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.791759469228055,2.4849066497880004,0.0,1
210,66,94bf4b41-edda-4077-a2d0-500e402f9b6b,Z RODO,Blok 2,00:03:30.316185,"(3)(1,0,2,1,2) n Opcja A",1.0,A,3,9,3,9,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,2.1972245773362196,0.0,1
211,93,94bf4b41-edda-4077-a2d0-500e402f9b6b,Z RODO,Blok 2,00:03:30.316185,"(4)(1,2,0,2,2) n Opcja A",1.0,A,4,9,6,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,True,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.791759469228055,1.0986122886681098,0.0,1
212,120,94bf4b41-edda-4077-a2d0-500e402f9b6b,Z RODO,Blok 2,00:03:30.316185,"(5)(1,0,0,3,1) n Opcja C",1.0,C,5,6,9,6,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,False,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,2.1972245773362196,1.791759469228055,0.0,3
213,147,94bf4b41-edda-4077-a2d0-500e402f9b6b,Z RODO,Blok 2,00:03:30.316185,"(6)(4,0,2,2,2) n Opcja B",1.0,B,6,9,9,6,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,False,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.1972245773362196,1.791759469228055,0.0,2
214,174,94bf4b41-edda-4077-a2d0-500e402f9b6b,Z RODO,Blok 2,00:03:30.316185,"(7)(3,0,0,2,3) n Opcja A",1.0,A,7,12,3,9,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.0986122886681098,2.1972245773362196,0.0,1
215,201,94bf4b41-edda-4077-a2d0-500e402f9b6b,Z RODO,Blok 2,00:03:30.316185,"(8)(3,1,0,1,3) n Opcja C",1.0,C,8,3,12,12,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,False,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,2.4849066497880004,0.0,3
1128,64,956b3bd3-a1f9-497b-bc1f-65cfde4b7679,Z RODO,Blok 1,00:21:20.093428,"(1)(2,2,0,0,2) n Opcja C",1.0,C,1,3,3,9,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.1972245773362196,0.0,3
1129,183,956b3bd3-a1f9-497b-bc1f-65cfde4b7679,Z RODO,Blok 1,00:21:20.093428,"(2)(0,1,1,0,2) n Opcja A",1.0,A,2,9,3,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,1
1130,302,956b3bd3-a1f9-497b-bc1f-65cfde4b7679,Z RODO,Blok 1,00:21:20.093428,"(3)(1,1,1,1,2) n Opcja B",1.0,B,3,9,9,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.1972245773362196,1.0986122886681098,0.0,2
1131,421,956b3bd3-a1f9-497b-bc1f-65cfde4b7679,Z RODO,Blok 1,00:21:20.093428,"(4)(3,0,2,1,2) n Opcja B",1.0,B,4,12,9,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,2.1972245773362196,1.0986122886681098,0.0,2
1132,540,956b3bd3-a1f9-497b-bc1f-65cfde4b7679,Z RODO,Blok 1,00:21:20.093428,"(5)(1,1,2,3,3) n Opcja B",1.0,B,5,3,12,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,1.0986122886681098,0.0,2
1133,659,956b3bd3-a1f9-497b-bc1f-65cfde4b7679,Z RODO,Blok 1,00:21:20.093428,"(6)(1,0,2,0,2) n Opcja C",1.0,C,6,9,3,9,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,2.1972245773362196,0.0,3
1134,778,956b3bd3-a1f9-497b-bc1f-65cfde4b7679,Z RODO,Blok 1,00:21:20.093428,"(7)(1,1,1,3,3) n Opcja C",1.0,C,7,3,6,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.4849066497880004,0.0,3
1135,897,956b3bd3-a1f9-497b-bc1f-65cfde4b7679,Z RODO,Blok 1,00:21:20.093428,"(8)(4,0,0,3,2) n Opcja C",1.0,C,8,3,6,9,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,3
1136,65,958612d8-3d5d-4b69-bf0c-5a58d320e5c6,BEZ RODO,Blok 1,00:07:05.569295,"(1)(2,2,0,0,2) n Opcja C",1.0,C,1,3,3,9,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.1972245773362196,0.0,3
1137,184,958612d8-3d5d-4b69-bf0c-5a58d320e5c6,BEZ RODO,Blok 1,00:07:05.569295,"(2)(1,2,0,1,0) n Opcja C",1.0,C,2,9,3,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,3
1138,303,958612d8-3d5d-4b69-bf0c-5a58d320e5c6,BEZ RODO,Blok 1,00:07:05.569295,"(3)(3,2,2,2,2) n Opcja A",1.0,A,3,9,9,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.1972245773362196,1.0986122886681098,0.0,1
1139,422,958612d8-3d5d-4b69-bf0c-5a58d320e5c6,BEZ RODO,Blok 1,00:07:05.569295,"(4)(4,2,1,2,3) n Opcja A",1.0,A,4,12,9,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,2.1972245773362196,1.0986122886681098,0.0,1
1140,541,958612d8-3d5d-4b69-bf0c-5a58d320e5c6,BEZ RODO,Blok 1,00:07:05.569295,"(5)(4,1,2,0,0) n Opcja C",1.0,C,5,3,12,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,1.0986122886681098,0.0,3
1141,660,958612d8-3d5d-4b69-bf0c-5a58d320e5c6,BEZ RODO,Blok 1,00:07:05.569295,"(6)(4,2,2,3,0) n Opcja B",1.0,B,6,9,3,9,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,2.1972245773362196,0.0,2
1142,779,958612d8-3d5d-4b69-bf0c-5a58d320e5c6,BEZ RODO,Blok 1,00:07:05.569295,"(7)(1,1,1,3,3) n Opcja C",1.0,C,7,3,6,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.4849066497880004,0.0,3
1143,898,958612d8-3d5d-4b69-bf0c-5a58d320e5c6,BEZ RODO,Blok 1,00:07:05.569295,"(8)(0,2,1,2,0) n Opcja A",1.0,A,8,3,6,9,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,1
472,33,965f5799-5601-48cc-be82-8508a42414e5,BEZ RODO,Blok 1,00:04:21.281885,"(1)(2,1,0,3,2) n Opcja C",1.0,C,1,12,3,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,False,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.0986122886681098,2.1972245773362196,0.0,3
473,92,965f5799-5601-48cc-be82-8508a42414e5,BEZ RODO,Blok 1,00:04:21.281885,"(2)(2,1,2,0,0) n Opcja A",1.0,A,2,3,12,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,1.0986122886681098,0.0,1
474,151,965f5799-5601-48cc-be82-8508a42414e5,BEZ RODO,Blok 1,00:04:21.281885,"(3)(2,1,1,1,0) n Opcja A",1.0,A,3,3,6,9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,False,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,1
475,210,965f5799-5601-48cc-be82-8508a42414e5,BEZ RODO,Blok 1,00:04:21.281885,"(4)(4,2,2,3,3) n Opcja A",1.0,A,4,12,3,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,True,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.0986122886681098,1.791759469228055,0.0,1
476,269,965f5799-5601-48cc-be82-8508a42414e5,BEZ RODO,Blok 1,00:04:21.281885,"(5)(4,0,0,0,2) n Opcja A",1.0,A,5,9,12,9,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,False,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.4849066497880004,2.1972245773362196,0.0,1
477,328,965f5799-5601-48cc-be82-8508a42414e5,BEZ RODO,Blok 1,00:04:21.281885,"(6)(3,0,1,3,2) n Opcja B",1.0,B,6,9,9,6,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,False,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.1972245773362196,1.791759469228055,0.0,2
478,387,965f5799-5601-48cc-be82-8508a42414e5,BEZ RODO,Blok 1,00:04:21.281885,"(7)(4,1,0,0,2) n Opcja C",1.0,C,7,3,9,9,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.1972245773362196,0.0,3
479,446,965f5799-5601-48cc-be82-8508a42414e5,BEZ RODO,Blok 1,00:04:21.281885,"(8)(0,1,1,0,1) n Opcja B",1.0,B,8,3,6,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,False,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,2
480,26,9a333079-9c74-4d5e-aca1-eb97cb02a770,Z RODO,Blok 2,00:11:29.830203,(1)(-) n Opcja bez rabatu: 30zł,1.0,SQ,1,9,3,3,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,False,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,4
481,65,9a333079-9c74-4d5e-aca1-eb97cb02a770,Z RODO,Blok 2,00:11:29.830203,(2)(-) n Opcja bez rabatu: 30zł,1.0,SQ,2,12,6,3,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,False,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.791759469228055,1.0986122886681098,0.0,4
482,104,9a333079-9c74-4d5e-aca1-eb97cb02a770,Z RODO,Blok 2,00:11:29.830203,"(3)(0,2,2,3,0) n Opcja A",1.0,A,3,3,6,6,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,False,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,1.791759469228055,0.0,1
483,143,9a333079-9c74-4d5e-aca1-eb97cb02a770,Z RODO,Blok 2,00:11:29.830203,"(4)(0,2,0,3,1) n Opcja B",1.0,B,4,3,6,12,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.4849066497880004,0.0,2
